Restaurant address,Challenge name,Location name,Latitude,Longitude
"Address: 3421 Blackhawk Plaza Cir, Danville, CA 94506",The Prickly Pear’s 7lb El Jefe Burrito Challenge,Where: The Prickly Pear Cantina,,
"Address: 828 6th Ave, San Diego, CA 92101",Brian’s Pancake Monster Challenge,Where: Brian's 24 Restaurant Bar & Grill,,
"Address: 5020 Rhonda Rd, Anderson, CA 96007",Westside’s 18″ Death By Pizza Challenge (Anderson),Where: Westside Pizza (Anderson),,
"Address: 1155 S Diamond Bar Blvd, Ste E, Diamond Bar, CA 91765",The Hell Style Beef Challenge (Diamond Bar),Where: Bull Demon King Café (Diamond Bar),,
"Address: 13171 Van Nuys Blvd, Pacoima, CA 91331",Myke’s Kong Burger Challenge,Where: Myke's Café,,
"Address: 1865 Pacific Coast Hwy, Lomita, CA 90717",El Burrito Junior’s Caliente Monster Macho Burrito Challenge,Where: El Burrito Junior,,
"Address: 2270 Balfour Rd, Brentwood, CA 94513",Vic Stewart’s 49er Club Steak Challenge (Brentwood),Where: Vic Stewart's Steakhouse (Brentwood),,
"Address: 850 S Broadway, Walnut Creek, CA 94596",Vic Stewart’s 49er Club Steak Challenge (Walnut Creek),Where: Vic Stewart's Steakhouse (Walnut Creek),,
"Address: 1370 Locust St, Walnut Creek, CA 94596",San Francisco Creamery’s Kitchen Sink Sundae Challenge,Where: San Francisco Creamery,,
"Address: 3718 S Mooney Blvd, Visalia, CA 93277",El Rosal’s El Grande Burrito Challenge,Where: El Rosal Mexican Restaurant,,
"Address: 14554 Vanowen St, Van Nuys, CA 91405",Yagumo Sushi’s #10 Ninja Roll Challenge,Where: Yagumo Sushi,,
"Address: 1244 W Foothill Blvd, Upland, CA 91786",Pho Century’s Super Pho Challenge,Where: Pho Century,,
"Address: 1200 S State St, Ukiah, CA 95482",Be-Bop’s Belly Buster Burger Challenge,Where: Be-Bop's Diner,,
"Address: 1765 Monte Diablo Ave, Stockton, CA 95203",Victory Grill’s Bacon Infused Burger Challenge,Where: Victory Grill,,
"Address: 2792 Cochran St, Simi Valley, CA 93065",Bamboo Café’s Pho Real Challenge,Where: Bamboo Café,,
"Address: 44721 Hwy 96, Seiad Valley, CA 96086",The Seiad Café Pancake Challenge,Where: Seiad Café,,
"Address: 26524 Bouquet Canyon Rd, Santa Clarita, CA 91350",The 5lb Gogi House Meat Challenge,Where: Gogi House,,
"Address: 228 W Grand Ave, Grover Beach, CA 93433",Rib Line’s Brahma Bull Challenge (Grover Beach),Where: Rib Line BBQ & Grill (Grover Beach),,
"Address: 12308 Los Osos Valley Rd, San Luis Obispo, CA 93405",Rib Line’s Brahma Bull Challenge (SLO),Where: Rib Line BBQ & Grill (SLO),,
"Address: 950 California Blvd, San Luis Obispo, CA 93401",Frank’s 10 Mini Burger Challenge,Where: Frank's Famous Hot Dogs,,
"Address: 100 The Alameda, San Juan Bautista, CA 95045",JJ’s Homemade Burger Challenge,Where: JJ's Homemade Burgers,,
"Address: 4300 Great America Pkwy, Ste #116, Santa Clara, CA 95054",Iguana’s Burritozilla Challenge (Santa Clara),Where: Iguana's Taqueria (Santa Clara),,
"Address: 4848 San Felipe Rd, Ste #130, San Jose, CA 95135",Iguana’s Burritozilla Challenge (Evergreen),Where: Iguana's Taqueria (Evergreen),,
"Address: 330 S 3rd Street, San Jose, CA 95112",Iguana’s Burritozilla Challenge (Downtown San Jose),Where: Iguana's Taqueria (Downtown San Jose),,
"Address: 2306 Almaden Rd, San Jose, CA 95152",Amato’s 24″ Cheesesteak Challenge (Willow Glen Center),Where: Amato's Cheesesteaks (Willow Glen Center),,
"Address: 3701 India Street, San Diego, CA 92103",Shakespeare’s Great White Whale Challenge,Where: Shakespeare Pub & Grille,,
"Address: 2900 El Cajon Blvd, San Diego, CA 92104",Rudford’s Big Nick Burger Challenge,Where: Rudford's Restaurant Diner,,
"Address: 100 Orange Ave, Coronado, CA 92118",Nicky Rotten’s Da Ultimate Burger Challenge (Coronado),Where: Nicky Rotten's Bar & Burger Joint (Coronado),,
"Address: 3210 Mission Blvd, San Diego, CA 92109",Luigi’s At The Beach 30″ Team Pizza Challenge,Where: Luigi's At The Beach,,
"Address: 1127 W Morena Blvd, San Diego, CA 92110",The Bull’s Smokin’ BBQ Trough Challenge,Where: Bull's Smokin' BBQ,,
"Address: 3049 Imperial Ave, El Centro, CA 92243",The Broken Yolk’s Iron Man Omelet Challenge (El Centro),Where: The Broken Yolk Café (El Centro),,
"Address: 78430 Hwy 111, La Quinta, CA 92253",Broken Yolk Cafe’s Iron Man Omelet Challenge (La Quinta),Where: The Broken Yolk Café (La Quinta),,
"Address: 2810 E Chapman Rd, Orange, CA 92869",The Broken Yolk Café’s Iron Man Omelet Challenge (Orange),Where: The Broken Yolk Café (Orange),,
"Address: 1760 Camino Del Rio N, San Diego, CA 92108",The Broken Yolk’s Iron Man Omelet Challenge (Mission Valley),Where: The Broken Yolk Café (Mission Valley),,
"Address: 26495 Ynez Rd, Temecula, CA 92591",The Broken Yolk’s Iron Man Omelet Challenge (Temecula),Where: The Broken Yolk Café (Temecula),,
"Address: 11630 Carmel Mountain Rd, San Diego, CA 92128",Broken Yolk’s Iron Man Omelet Challenge (Carmel Mountain),Where: The Broken Yolk Café (Carmel Mountain),,
"Address: 3577 Midway Dr, San Diego, CA 92110",The Broken Yolk’s Iron Man Omelet Challenge (Point Loma),Where: The Broken Yolk Café (Point Loma),,
"Address: 2434 Vista Way, Oceanside, CA 92054",The Broken Yolk’s Iron Man Omelet Challenge (Oceanside),Where: The Broken Yolk Café (Oceanside),,
"Address: 101 S Las Posas Rd, San Marcos, CA 92078",The Broken Yolk’s Iron Man Omelet Challenge (San Marcos),Where: The Broken Yolk Café (San Marcos),,
"Address: 355 6th Ave, San Diego, CA 92101",Broken Yolk’s Iron Man Omelet Challenge (Downtown Gaslamp),Where: The Broken Yolk Café (Downtown Gaslamp),,
"Address: 7670 El Camino Real, Carlsbad, CA 92009",The Broken Yolk’s Iron Man Omelet Challenge (La Costa),Where: The Broken Yolk Café (La Costa),,
"Address: 884 Eastlake Pkwy, Chula Vista, CA 91914",The Broken Yolk’s Iron Man Omelet Challenge (Eastlake),Where: The Broken Yolk Café (Eastlake),,
"Address: 1851 Garnet Ave, San Diego, CA 92109",The Broken Yolk’s Iron Man Omelet Challenge (Pacific Beach),Where: Broken Yolk Café (Pacific Beach),,
"Address: 3110 Bradshaw Rd, Sacramento, CA 95827",Pho Bac Hoa’s Pho King Challenge (Sacramento),Where: Pho Bac Hoa Vietnamese Restaurant,,
"Address: 10000 Fairway Dr, Roseville, CA 95678",Original Pancake House’s Lester’s Meal Deal Challenge (Roseville),Where: The Original Pancake House (Roseville),,
"Address: 28813 Los Alisos Blvd, Mission Viejo, CA 92692",The Ballpark XL Team Pizza Challenge,Where: Ballpark Pizza,,
"Address: 644 E Arrow Hwy, Pomona, CA 91767",Valentino’s 28″ Monster Pizza Solo Challenge,Where: Valentino's Pizzeria,,
"Address: 2 W Richmond Ave, Point Richmond, CA 94801",Up & Under Pub’s Scrum Burger Challenge,Where: Up & Under Pub and Grill,,
"Address: 84 Corona Rd, Petaluma, CA 94954",Roy’s 2ft Hot Dog Challenge,Where: Roy's Chicago Dogs,,
"Address: 761 Hickey Blvd, Pacifica, CA 94044",American Sushi House’s Bruce’s 4lb Freedom Roll Challenge,Where: American Sushi House,,
"Address: 20848 National Trails Hwy, Oro Grande, CA 92368",The Iron Hog’s 72oz Steak Challenge,Where: Iron Hog Saloon,,
"Address: 1957 McGowan Pkwy, Olivehurst, CA 95961",Neighbors Pizza’s 24″ Alaska Sized Pizza Challenge,Where: Neighbors Pizza (Olivehurst),,
"Address: 1669 E Monte Vista Ave, Vacaville, CA 95696",Fenton’s Banana Split Challenge (Vacaville),Where: Fenton's Creamery (Vacaville),,
"Address: 4226 Piedmont Ave, Oakland, CA 94611",Fenton’s Banana Split Challenge (Oakland),Where: Fenton's Creamery (Oakland),,
"Address: 1213 I St, Modesto, CA 95354",Harvest Moon’s Dinah Mo Humm Burger Challenge,Where: Harvest Moon Restaurant,,
"Address: 3610 Highland Ave, Manhattan Beach, CA 90266",OB’s Pub’s Taco Tuesday “Big 10 Club” Taco Challenge,Where: OB's Pub & Grill,,
"Address: 1875 Front St, Oceano, CA 93445",Sylvester’s 5lb Big One Burger Challenge (Oceano),Where: Sylvester's Burgers (Oceano),,
"Address: 6455 El Camino Real, Atascadero, CA 93422",Sylvester’s 5lb Big One Burger Challenge (Atascadero),Where: Sylvester's Burgers (Atascadero),,
"Address: 1099 Santa Ynez Ave, Los Osos, CA 93402",Sylvester’s 5lb Big One Burger Challenge (Los Osos),Where: Sylvester's Burgers (Los Osos),,
"Address: 23 Astronaut E S Onizuka St, Ste #303, Los Angeles, CA 90012",Orochon Ramen’s Special #2 Spicy Ramen Challenge (Los Angeles),Where: Orochon Ramen (Little Tokyo),,
"Address: 956 Garnet Ave, San Diego, CA 92109",Fat Sal’s Big Fat Fatty Sandwich Challenge (San Diego),Where: Fat Sal's Deli (San Diego),,
"Address: 972 Gayley Ave, Los Angeles, CA 90024",Fat Sal’s Big Fat Fatty Sandwich Challenge (Westwood),Where: Fat Sal's Deli (Westwood),,
"Address: 1300 N Highland Ave, Los Angeles, CA 90028",Fat Sal’s Big Fat Fatty Sandwich Challenge (Hollywood),Where: Fat Sal's Deli (Hollywood),,
"Address: 13131 Crossroads Pkwy S, City Of Industry, CA 91746",The 4.5lb Manuel Burrito Challenge (City of Industry),Where: Manuel's El Tepeyac Café (City Of Industry),,
"Address: 812 N Evergreen Ave, Los Angeles, CA 90033",The 4.5lb Manuel Burrito Challenge (Los Angeles),Where: Manuel's El Tepeyac Café (Los Angeles),,
"Address: 321 E Alameda Ave, Ste #A, Burbank, CA 91502",Big Mama’s & Papa’s 54″x54″ Grand Sicilian Pizza Challenge,Where: Big Mama's & Papa's Pizzeria (Burbank),,
"Address: 301 W Broadway, Long Beach, CA 90802",Potholder Café’s Mac Daddy Pancake Challenge (West Broadway),Where: The Potholder Café (West Broadway),,
"Address: 3700 E Broadway, Long Beach, CA 90803",Potholder Cafe’s Mac Daddy Pancake Challenge (East Broadway),Where: The Potholder Café (East Broadway),,
"Address: 15711 Imperial Hwy, La Mirada, CA 90638",Marisa’s 7lb Burrito Familiar Challenge (La Mirada),Where: Marisa's Mexican Restaurant (La Mirada),,
"Address: 631 Foothill Blvd, La Canada Flintridge, CA 91011",Los Gringos Loco’s Big Bertha Wall Of Fame Challenge,Where: Los Gringos Locos Mexican Restaurant,,
"Address: 8961 Sunset Blvd, Ste D, West Hollywood, CA 90069",Sunset Deli’s Challenger Deli Sandwich,Where: Sunset Deli,,
"Address: 52 Pier Ave, Hermosa Beach, CA 90254",Baja Sharkeez’s Taco Wednesday 10 Fish Tacos Challenge,Where: Baja Sharkeez (Hermosa Beach),,
"Address: 24297 Hesperian Blvd, Hayward, CA 94545",Buddy’s 4 Horsemen Wing Challenge,Where: Buddy's Bites & Brews,,
"Address: 1311 S Grand Ave, Ste #160, Glendora, CA 91740",Osuna’s 21″ Sonora Burrito Challenge,Where: Osuna's Mexican Grill,,
"Address: 2142 W El Segundo Blvd, Gardena, CA 90249",Oh My Burger’s 8lb OMB Challenge,Where: Oh My Burger,,
"Address: 733 N Placentia Ave, Fullerton, CA 92831",Ola Hawaiian’s 7lb Stan-Musubi Challenge,Where: Ola Hawaiian BBQ,,
"Address: 733 N Placentia Ave, Fullerton, CA 92831",Ola Hawaiian’s Triple Threat Musubis Challenge,Where: Ola Hawaiian BBQ,,
"Address: 125 W Santa Fe Ave, Fullerton, CA 92832",Heroe’s Sunday Brunch Pancake Challenge,Where: Heroes Bar & Grill,,
"Address: 110 E Commonwealth Ave, Fullerton, CA 92832",Bourbon Street Cajun’s El Diablo Burger Challenge,Where: Bourbon Street Cajun Cuisine,,
"Address: 1188 E Champlain Dr, Ste #107, Fresno, CA 93720",Sequoia’s Mighty Yeti Burger Challenge (Champlain),Where: Sequoia Brewing Company (Champlain),,
"Address: 777 E Olive Ave, Fresno, CA 93728",Sequoia’s Mighty Yeti Burger Challenge (Tower District),Where: Sequoia Brewing Company (Tower District),,
"Address: 4446 W Ashlan Ave, Fresno, CA 93722",The Legendary Pho Challenge,Where: Legendary Pho Kitchen,,
"Address: 3046 W Bullard Ave, Fresno, CA 93711",El Mariachi’s 30″ Tortillon Burrito Challenge,Where: El Mariachi Mexican Restaurant,,
"Address: 8029 N Cedar Ave, Fresno, CA 93720",Batter Up Pancake’s Grand Slam Challenge,Where: Batter Up Pancakes,,
"Address: 3050 Broadway St, Eureka, CA 95501",The Philly Cheese Steak Challenge (Eureka),Where: Philly Cheese Steak Shoppe (Eureka),,
"Address: 1811 G St, Arcata, CA 95521",The Philly Cheese Steak Challenge (Arcata),Where: Philly Cheese Steak Shoppe (Arcata),,
"Address: 333 Magnolia Ave, Corona, CA 92879",Graziano’s 10lb Monster Team Pizza Challenge,Where: Graziano's Pizza,,
"Address: 7 San Pedro Rd, Daly City, CA 94014",Oriental Kitchen’s Atomic Sushi Roll Challenge,Where: Oriental Kitchen,,
"Address: 7 San Pedro Rd, Daly City, CA 94014",Oriental Kitchen’s 4lb Godzilla Sushi Roll Challenge,Where: Oriental Kitchen,,
"Address: 7 San Pedro Rd, Daly City, CA 94014",Oriental Kitchen’s 6lb Godzilla Sushi Roll Challenge,Where: Oriental Kitchen,,
"Address: 4547 Riverside Dr, Chino, CA 91710",The Taqueria El Rey Burrito Challenge,Where: Taqueria El Rey,,
"Address: 316 W 2nd St, Chico, CA 95928",Madison Bear Garden’s Aaron’s Passing Fancy Burger Challenge,Where: Madison Bear Garden,,
"Address: 134 Broadway St, Chico, CA 95928",Bella’s Inferno Hot Wing Challenge,Where: Bella's Sports Pub,,
"Address: 508 South Main St, Templeton, CA 93465",AJ Spurs’ 35oz Gambler Steak Challenge (Templeton),Where: AJ Spurs Saloon (Templeton),,
"Address: 1760 El Camino Real, Grover Beach, CA 93433",AJ Spurs’ 35oz Gambler Steak Challenge (Grover Beach),Where: AJ Spurs Saloon (Grover Beach),,
"Address: 350 E Hwy 246, Buellton, CA 93427
",AJ Spurs’ 35oz Gambler Steak Challenge (Buellton),Where: AJ Spurs Saloon (Buellton),,
"Address: 1895 Farm Bureau Rd, Concord, CA 94519",Digger’s Six Food Under Burger Challenge (Concord),Where: Digger's Diner (Concord),,
"Address: 217 W Winton Ave, Hayward, CA 94544",Digger’s Six Food Under Burger Challenge (Hayward),Where: Digger's Diner (Hayward),,
"Address: 2261 Balfour Rd, Brentwood, CA 94513",Digger’s Six Food Under Burger Challenge (Brentwood),Where: Digger's Diner (Brentwood),,
"Address: 41144 Big Bear Blvd, Big Bear Lake, CA 92315",Sonora Cantina’s Big Juan Burrito Challenge,Where: Sonora Cantina Mexican Restaurant,,
"Address: 9510 Hageman Rd, Ste A, Bakersfield, CA 93312",Cubbie’s Legend Pizza Challenge,Where: Cubbies Chicago Style Pizza,,
"Address: 5891 Lone Tree Way, Antioch, CA 94531",Lumpy’s Double Dog Dare Ya Burger Challenge,Where: Lumpy's Diner (Antioch),,
"Address: 5891 Lone Tree Way, Antioch, CA 94531",Lumpy’s Dog Pounder Burger Challenge,Where: Lumpy's Diner (Antioch),,
"Address: 5891 Lone Tree Way, Antioch, CA 94531",Lumpy’s Intimidator Breakfast Challenge,Where: Lumpy's Diner (Antioch),,
"Address: 5891 Lone Tree Way, Antioch, CA 94531",Lumpy’s 12 Egg Kitchen Sink Omelette Challenge,Where: Lumpy's Diner (Antioch),,
"Address: 531 W Chapman Ave, Anaheim, CA 92802",La Casa Garcia’s 5lb King Ranch Burrito Challenge,Where: La Casa Garcia Mexican Restaurant,,
"Address: 2905 E Miraloma Ave, Ste #3, Anaheim, CA 92806",Blake’s Beast BBQ Sandwich Challenge (Anaheim),Where: Blake's Place (Anaheim),,
"Address: 29 S 3rd St, San Jose, CA 95113",Smoke Eater’s HellFire Wing Challenge (San Jose),Where: Smoke Eaters Hot Wings (San Jose),,
"Address: 3175 Mission College Blvd, Santa Clara, CA 95054",Smoke Eater’s HellFire Wing Challenge (Santa Clara),Where: Smoke Eaters Hot Wings (Santa Clara),,
"Address: 1392 E Palomar St, Ste #303, Chula Vista, CA 91913",The Bull Chicks Fire Wing Challenge (Chula Vista),Where: Bull Chicks Bar & Grill (Chula Vista),,
"Address: 536 N Market St, Redding, CA 96003",Westside’s 18″ Death By Pizza Challenge (Redding),Where: Westside Pizza (Redding),,
"Address: 432 S Fortuna Blvd, Fortuna, CA 95540
",Westside’s 18″ Death By Pizza Challenge (Fortuna),Where: Westside Pizza (Fortuna),,
"Address: 600 F St, Ste #14, Arcata, CA 95521",Westside’s 18″ Death By Pizza Challenge (Arcata),Where: Westside Pizza (Arcata),,
"Address: 707 Wapiti Ct, Rifle, CO 81650",Rib City’s “Beat the Feast” BBQ Food Challenge (Rifle),Where: Rib City Grill - Real BBQ & Great Ribs (Rifle),,
"Address: 455 Kokopelli Dr, Fruita, CO 81521",Rib City’s “Beat the Feast” BBQ Food Challenge (Fruita),Where: Rib City Grill - Real BBQ & Great Ribs (Fruita),,
"Address: 2830 North Ave, Grand Junction, CO 81501",Rib City’s “Beat the Feast” BBQ Food Challenge (Grand Junction),Where: Rib City Grill - Real BBQ & Great Ribs (Grand Junction),,
"Address: 460 Main St, Walden, CO 80480",River Rock Cafe’s 3lb Spicy Volcano Burger Challenge,Where: River Rock Cafe (Inside Antlers Inn),,
"Address: 3748 Astrozon Blvd, Colorado Springs, CO 80910",Havana Grill’s Cuban Monster Sandwich Challenge,Where: Havana Grill,,
"Address: 1815 65th Ave, Greeley, CO 80634",Wing Shack’s Bear Hot Wing Challenge (West Greeley),Where: Wing Shack (West Greeley),,
"Address: 2704 8th Ave, Garden City, CO 80631",Wing Shack’s Bear Hot Wing Challenge (Garden City),Where: Wing Shack (Garden City),,
"Address: 158 E 29th St, Loveland, CO 80538",Wing Shack’s Bear Hot Wing Challenge (Loveland),Where: Wing Shack (Loveland),,
"Address: 1011 S Lemay Ave, Fort Collins, CO 80524",Wing Shack’s Bear Hot Wing Challenge (Fort Collins),Where: Wing Shack (Fort Collins),,
"Address: 1261 Main St, Windsor, CO 80550",Wing Shack’s Bear Hot Wing Challenge (Windsor),Where: Wing Shack (Windsor),,
"Address: 1938 Blake St, Denver, CO 80202",Swanky’s Grilled Cheese Eating Challenge,Where: Swanky's Vittles and Libations,,
"Address: 2716 E Mulberry St, Fort Collins, CO 80524",Sundance Steakhouse’s 80oz Steak Challenge,Where: Sundance Steakhouse & Saloon,,
"Address: 275 E 8th Ave, Durango, CO 81301",Macho’s Nacho Machos “Beto’s Challenge” (Durango South),Where: Macho's Cantina (Durango South),,
"Address: 1485 Florida Rd, Durango, CO 81301",Macho’s Nacho Machos “Beto’s Challenge” (Durango North),Where: Macho's Cantina (Durango North),,
"Address: 5160 W 120th Ave, Unit K, Westminster, CO 80020",GQue’s Grand Champion BBQ Challenge,Where: GQue Championship BBQ,,
"Address: 877 E Enterprise Dr, Pueblo West, CO 81007",Rojas Restaurante’s El Burrito Loco Challenge (Pueblo West),Where: Rojas Restaurante Mexicano (Pueblo West),,
"Address: 1805 Main St, Longmont, CO 80501",Aunt Alice’s Big Daddy Breakfast Burrito Challenge,Where: Aunt Alice's Kitchen,,
"Address: 16005 Mt Vernon Rd, Golden, CO 80401",The Rock Rest Lodge’s 3lb Jiffy Burger Challenge,Where: The Rock Rest Lodge,,
"Address: 126 W Laurel St, Fort Collins, CO 80524",Pizza Casbah’s Triple Threat Pizza Challenge,Where: Pizza Casbah,,
"Address: 126 W Laurel St, Fort Collins, CO 80524",Pizza Casbah’s 30″ Team Pizza Challenge,Where: Pizza Casbah,,
"Address: 1110 13th Street, Boulder, CO 80302",The 3 Fat Shack Sandwiches Challenge (Boulder),Where: Fat Shack Sandwich Shop (Boulder),,
"Address: 706 S College Ave, Ste #102, Fort Collins, CO 80524",The 3 Fat Shack Sandwiches Challenge (Fort Collins),Where: Fat Shack Sandwich Shop (Fort Collins),,
"Address: 2432 S Colorado Blvd, Denver, CO 80222",Taste Of Philly’s Apollo Cheesesteak Challenge (Colorado Blvd),Where: Taste Of Philly (S Colorado Blvd),,
"Address: 9797 W Colfax Ave, Ste 2J, Lakewood, CO 80215",Taste Of Philly’s Apollo Cheesesteak Challenge (Lakewood),Where: Taste Of Philly (Lakewood),,
"Address: 2660 E County Line Rd, Ste B, Highlands Ranch, CO 80126",Taste Of Philly’s Apollo Cheesesteak Challenge (Highlands),Where: Taste Of Philly (Highlands Ranch),,
"Address: 1401 S Federal Blvd, Denver, CO 80219",Pho 95’s Pho King Challenge (Federal),Where: Pho 95 Noodle House (Federal),,
"Address: 6879 S Vine St, Centennial, CO 80122",Pho 95’s Pho King Challenge (Streets at Southglenn),Where: Pho 95 Noodle House (Streets At Southglenn),,
"Address: 3940 E Exposition Ave, Denver, CO 80209",Osaka Sushi’s Nuclear Roll Challenge,Where: Osaka Sushi,,
